"Country","Year","Sex","Total","Age00_01","Age01_04","Age05_14","Age15_24","Age25_34","Age35_44","Age45_54","Age55_64","Age65above","Unspecified_Age"
"Lithuania",2018,"Male",1296442,14586,61573,139941,155457,192373,171676,193492,181257,197061,0
"Lithuania",2019,"Male",1299973,14214,61164,141036,149449,194836,175239,192212,184628,197501,0
"Lithuania",2020,"Female",1485909,12691,56663,136507,136437,176009,167893,203241,228261,366185,0
"Lithuania",2018,"Female",1505101,13877,58214,133456,146506,178973,171637,211215,225225,366109,0
"Lithuania",2016,"Female",1547334,14977,58597,132576,168917,182632,183863,222386,218839,366866,0
"Lithuania",2016,"Male",1320897,15959,61548,139278,177888,191346,176632,200057,173373,197724,0
"Lithuania",2012,"Male",1376201,15587,61403,149055,209964,187811,196900,216207,156396,196186,0
"Luxembourg",2014,"Female",277775,2955,12318,30054,32510,40862,42472,41675,30957,45039,0
"Luxembourg",2014,"Male",278544,3130,12976,31718,34219,41442,43511,44707,32206,37164,0
"Luxembourg",2019,"Female",308161,3137,12934,32373,34791.5,46921.5,47179,44846.5,36934.5,49848.5,0
"Luxembourg",2018,"Female",302299.5,3047,12800,31786.5,34616,45574,46191.5,44543.5,35818.5,48700.5,0
"Luxembourg",2021,"Male",322260,3357,13675,35116,37251,50938,49693,48112,41464,44871,0
"Luxembourg",2019,"Male",311843.5,3205,13513,34182,36765.5,48575.5,48069.5,48159.5,38858,42760,0
"Luxembourg",2010,"Male",252018,2932,11918,31209,30768,36519,41363,39114,28196,32626,0
"Luxembourg",2010,"Female",254948,2815,11322,29384,29539,36069,40704,37242,27303,42125,0
"Luxembourg",2021,"Female",317804,3224,13237,33429,34742,48739,48843,45290,38994,51988,0
"Luxembourg",2016,"Female",290541,2982,12615.5,30717,33947.5,43181,44220.5,43476,33426.5,46872.5,0
"Luxembourg",2017,"Male",299611,3135,13322,33214,36160,45433,46222,47671,36186,40665,0
"Luxembourg",2017,"Female",296725,3010,12692,31147,34457,44374,45211,44174,34760,47712,0
"Luxembourg",2018,"Male",305650,3198.5,13379,33653.5,36480.5,46918,47139.5,48041.5,37494,41699,0
"Luxembourg",2011,"Male",258220,2981,12051,31212,31906,37499,41833,40697,29103,33512,0
"Luxembourg",2013,"Female",271595,2958,11958,29800,32027,39688,41767,40534,29969,44137,0
"Luxembourg",2020,"Female",313209,3181,13103,32908,34765,47973,48020,45090,38025,50889,0
"Luxembourg",2009,"Female",250667,2722,11185,29292,28821,35557,40470,36217,26274,41638,0
"Luxembourg",2013,"Male",271765,3106,12649,31425,33718,40174,42897,43459,31015,35859,0
"Luxembourg",2020,"Male",317210,3243,13595,34711,37064,49856,48873,48087,40173,43799,0
"Luxembourg",2012,"Female",265837,2880,11724,29466,31459,38629,41215,39383,29056,43324,0
"Luxembourg",2009,"Male",247126,2895,11782,30979,30148,35713,41306,37771,27188,31934,0
"Luxembourg",2008,"Female",246434,2723,11005,29210,28190,34796,40258,35205,25362,41114,0
"Luxembourg",2008,"Male",242227,2814,11748,30711,29576,34724,41250,36480,26314,31104,0
"Luxembourg",2012,"Male",265124,3048,12265,31226,33062,38866,42360,42210,29949,34652,0
"Luxembourg",2015,"Female",284021,2934,12555,30367,33170,42000,43307,42621,32031,45966,0
"Luxembourg",2016,"Male",292917,3132,13315,32645.5,35478,44282.5,45284.5,46863.5,34847,39541.5,0
"Luxembourg",2015,"Male",285583,3144,13223,32098,34757,42930,44305,45790,33475,38382,0
"Luxembourg",2011,"Female",260128,2869,11542,29358,30482,37231,40917,38283,28221,42654,0
"North Macedonia",2012,"Male",1032532,11891,47962,122130,156658,166246,151156,145963,121517,120010,87
"North Macedonia",2011,"Female",1027136,11269,44199,116890,150901,156994,146633,142218,123357,144242,346
"North Macedonia",2014,"Male",1035680,12012,48301,119572,148881,167434,152981,145929,125685,125963,58
"North Macedonia",2015,"Male",1037060,11950,47962,119055,145372,166967,154600,145411,127740,128993,50
"North Macedonia",2014,"Female",1031791,11129,44765,112254,140357,159111,147841,143203,128933,153401,276
"North Macedonia",2019,"Male",1036736,9818,43213,110312,122557,154929,154224,143800,133811,171927,141
"North Macedonia",2011,"Male",1031403,12100,47426,124464,159775,165409,150701,145817,117961,118958,106
"North Macedonia",2012,"Female",1028512,11078,44647,114734,147788,157747,147140,142527,126253,145872,325
"North Macedonia",2021,"Male",911087,8393,41354,111000,107930,122042,128751,124451,123947,150105,0
"North Macedonia",2018,"Female",1036475,10305,44032,110361,126005,156438,152971,143815,132969,167967,154
"North Macedonia",2021,"Female",925626,8142,38632,103826,102658,117204,126816,127636,128600,177905,0
"North Macedonia",2019,"Female",1039958,10669,46164,118114,130647,162594,161634,145672,132077,142053,32
"North Macedonia",2013,"Male",1033990,12046,48187,120488,152767,167255,151893,145964,123745,122791,71
"North Macedonia",2016,"Male",1038107,11796,47821,118255,141798,166482,156474,144944,129637,131702,41
"North Macedonia",2017,"Male",1038948,11405,47725,117953,137716,165698,158287,145258,130740,134562,35
"North Macedonia",2009,"Female",1022861,11115,43474,122926,155569,155178,146357,140737,115747,141393,452
"North Macedonia",2010,"Male",1029848,12369,46437,127741,162017,164781,150403,145512,113627,118522,124
"North Macedonia",2010,"Female",1025156,11409,43651,119629,153485,156234,146270,141573,119597,143135,389
"North Macedonia",2018,"Male",1039742,11094,47087,118090,133983,164282,160061,145653,131294,138278,33
"North Macedonia",2013,"Female",1030042,11087,44796,113179,144116,158705,147394,142950,127656,149344,303
"North Macedonia",2015,"Female",1033166,11176,44487,111643,136996,158806,148814,142874,130509,157181,244
"North Macedonia",2016,"Female",1034383,11019,44412,110807,133617,158350,150273,142570,132001,160497,207
"North Macedonia",2017,"Female",1035554,10758,44359,110456,129660,157645,151679,143189,132664,163997,169
"North Macedonia",2020,"Female",1035064,9354,41834,110525,119260,152823,155292,143711,134622,174927,134
"North Macedonia",2009,"Male",1027810,11946,46136,131246,164033,163601,150487,145103,109352,117128,144
"North Macedonia",2020,"Male",1037467,9983,44866,118431,127167,160635,162800,145675,132448,144486,31
"North Macedonia",2008,"Male",1026022,11661,46479,134641,165809,162114,150655,144564,105339,115665,160
"North Macedonia",2008,"Female",1020876,10929,43756,126374,157157,153990,146489,139992,112089,139554,509
"Malta",2013,"Female",212249,1972,8086,19765,26698,29657,27184,27670,29732,42277,0
"Malta",2008,"Female",205733,1850,7425,22214,27700,28817,25207,29639,29776,34955,0
"Malta",2009,"Male",205432,2092,8015,22744,29462,31502,26454,29971,29455,27829,0
"Malta",2008,"Male",203696,2040,7919,23474,29288,31016,26270,30070,29110,26549,0
"Malta",2013,"Male",211182,2146,8499,20804,28655,32048,28782,27923,29636,34324,0
"Malta",2014,"Male",213607,2180,8599,20777,28298,32560,29546,27548,29568,36167,0
"Malta",2009,"Female",207098,1933,7388,21609,27616,29150,25405,29528,30070,36332,0
"Malta",2010,"Male",206333,2043,8164,22101,29208,31445,26794,29636,29533,29452,0
"Malta",2010,"Female",208229,1921,7485,21055,27407,29274,25679,29298,30033,37998,0
"Malta",2011,"Male",207072,2057,8258,21524,28714,31295,27314,29097,29687,30721,0
"Malta",2011,"Female",209246,1973,7607,20542,27130,29205,26130,28857,30004,38724,0
"Malta",2012,"Male",208811,2138,8360,21059,28647,31548,28025,28453,29718,32509,0
"Malta",2017,"Female",231897,2178,8762,20805,25840,36122,32359,27207,30424,48876,0
"Malta",2012,"Female",210696,2029,7842,20066,26975,29331,26688,28256,29885,40528,0
"Malta",2015,"Male",216185,2236,8760,20817,27768,33179,30393,27210,29554,37908,16
"Malta",2016,"Female",226352,2193,8592,20361,26127,34213,30914,27037,30221,47456,0
"Malta",2017,"Male",236159,2361,9537,22020,28040,39739,35324,28682,30585,41548,0
"Malta",2014,"Female",213814,1959,8158,19668,26151,30050,27827,27056,29696,43940,0
"Malta",2015,"Female",215751,2076,8165,19625,25588,30613,28603,26495,29715,45543,46
"Malta",2016,"Male",229058,2363,9312,21643,28245,37340,33451,28238,30188,40011,0
"Monaco",2020,"Male",18242,157,628,1660,1746,1787,2091,3031,2728,4398,0
"Monaco",2020,"Female",19067,164,622,1599,1663,1777,2317,3010,2671,5082,0
"Montenegro",2014,"Female",314471,3666,14417,37165,40160,44297,42662,42436,41339,51995,0
"Montenegro",2014,"Male",307339,3982,15610,40435,43017,45856,41446,41661,39727,39587,0
"Montenegro",2008,"Female",319018,3850,14695,40277,46646,46653,42238,43990,34091,50433,0
"Montenegro",2013,"Male",306978,3980.5,15945.5,40476,43423,46083.5,41132,42199.5,38902.5,38816,0
"Montenegro",2008,"Male",309787,4244,16073,43139,49423,46505,41246,43803,30579,39024,0
"Montenegro",2009,"Female",320278,4026,14650,39987,45885,47127,42185,43880,35610,50958,0
"Montenegro",2009,"Male",311258,4480,16154,42803,48709,47403,41068,43516,32313,39296,0
"Montenegro",2019,"Male",307634,3812,15346,38989,41364,43244,43826,39654,40096,45115,0
"Montenegro",2013,"Female",314229,3680,14653.5,37323.5,40595.5,44693,42386.5,42791.5,40863.5,50922,0
"Montenegro",2012,"Male",306580,3872.5,16279,40781.5,44024,45969,40839.5,42746,37823.5,38117.5,0
"Montenegro",2015,"Female",314531.081,3582.569991,14187.642768,37073.14319,39882.80514,43615.33266,43020.30071,42041.44879,41538.09097,53172.316837,0
"Montenegro",2018,"Female",314507,3550,14322,35780,39003,41188,43959,41100,42243,56912,0
"Montenegro",2016,"Male",307742.9583,3897.603152,15339.315748,40033.55443,42490.59997,45023.6871,42252.5944,40598.48264,40255.35068,41749.373354,0
"Montenegro",2016,"Female",314560.0986,3649.639983,14100.58995,36684.75649,39696.02831,42899.28005,43374.90059,41562.98412,41793.81342,54447.745656,0
"Montenegro",2015,"Male",307627.5978,3939.301576,15337.573546,40436.51249,42717.51349,45451.83257,41875.46409,41109.57598,40063.28633,40635.839293,0
"Montenegro",2012,"Female",314020.5,3568,14924,37666.5,41252,44791,42079,43171.5,40062.5,50074,0
"Montenegro",2017,"Male",307746,3900,15469,39422,42226,44480,42704,40240,40353,42852,0
"Montenegro",2011,"Male",306242,3953.5,16336,41303.5,44622.5,45695.5,40735.5,43156.5,36632,37760.5,0
"Montenegro",2011,"Female",313837,3685,14862,38263.5,41852.5,44845.5,41903,43373,39067,49670.5,0
"Montenegro",2010,"Male",305603,4158,16098,41608,46255,46037,40478,42868,34107,38152,0
"Montenegro",2018,"Male",307720,3836,15446,38993,41756,43762,43413,39803,40330,44217,0
"Montenegro",2019,"Female",314394,3508,14249,35713,38649,40676,44068,41025,42166,57848,0
"Montenegro",2010,"Female",313825,3802,14625,38714,43483,45477,41611,43155,36933,49827,0
"Montenegro",2017,"Female",314627,3673,14286,36117,39428,42253,43588,41285,42073,55597,0
"Netherlands",2010,"Female",8391915,90151,361003,970105,1000536,997025,1217056,1231515,1082560,1476807,0
"Netherlands",2012,"Male",8295105,91026,377675,1008342,1041845,1017789,1167244,1268911,1087587,1304091,0
"Netherlands",2016,"Female",8584195,83432,342909,935592,1025443,1043372,1058221,1276556,1122264,1709103,0
"Netherlands",2010,"Male",8223479,94146,378696,1015895,1034368,1005583,1230556,1248754,1090816,1201083,0
"Netherlands",2011,"Male",8263177,92994,378245,1013127,1039605,1010996,1198706,1261029,1095212,1246401,0
"Netherlands",2011,"Female",8429897,88837,360848,967820,1004949,1002441,1190210,1243152,1089255,1511848,0
"Netherlands",2018,"Female",8718843,82418,339199,911997,1036955,1080829,1026713,1253793,1168498,1822235,0
"Netherlands",2012,"Female",8459857,86594,360176,963480,1006742,1008927,1163427,1251431,1083417,1559508,0
"Netherlands",2016,"Male",8446119,87883,360350,980607,1067719,1061905,1052512,1289181,1119894,1486971,0
"Netherlands",2018,"Male",8597564,86587,356443,957605,1079568,1106495,1024597,1258590,1166266,1614469,0
"Netherlands",2013,"Male",8320862,88860,374654,1002074,1044562,1024168,1135958,1274686,1086696,1354810,0
"Netherlands",2013,"Female",8483570,84410,357013,956989,1009345,1014090,1136546,1258156,1084549,1601027,0
"Netherlands",2014,"Male",8353622,88482,368781,995293,1050877,1032607,1103924,1281333,1093351,1402537,0
"Netherlands",2009,"Female",8350452,89952,363245,971815,991956,996321,1243183,1215738,1063476,1452071,0
"Netherlands",2017,"Male",8501393,87714,358372,973726,1076180.5,1081280,1036351,1283289.5,1136053,1527955.5,0
"Netherlands",2020,"Male",8706764.5,86392,352523,948133,1085627.5,1141538,1043733.5,1207632,1204166.5,1690831,0
"Netherlands",2020,"Female",8805315,82083.5,335497.5,902206.5,1043446,1109947.5,1038968,1210271,1202871,1891005.5,0
"Netherlands",2015,"Female",8544927,84242,346326,943082,1018674,1030867,1079665,1273885,1106065,1675865,0
"Netherlands",2009,"Male",8179936,94546,380478,1017952,1025904,1003333,1261771,1231839,1073815,1168589,0
"Netherlands",2019,"Male",8664801,86476.5,353520.5,952668.5,1083545.5,1127188,1030802.5,1233943,1186375.5,1661899.5,0
"Netherlands",2019,"Female",8796357,82493.5,336085.5,907097.5,1042498.5,1098630.5,1029564.5,1232665,1187753.5,1882763.5,0
"Netherlands",2008,"Male",8134235,93452,386698,1018474,1014326,1005566,1288857,1213722,1057688,1133198,0
"Netherlands",2008,"Female",8311359,89134,369362,972276,980609,1001975,1265995,1198326,1045823,1425088,0
"Netherlands",2015,"Male",8394997,88269,363752,987750,1058675,1045012,1074465,1287798,1104904,1446618,0
"Netherlands",2017,"Female",8632105,83213,340895,928276,1033050,1059297.5,1041516.5,1273149,1139544.5,1745619,0
"Netherlands",2014,"Female",8511386,84336,351401,950283,1013274,1020929,1107511,1266091,1093191,1639715,0
"Norway",2008,"Female",2390840,29003,115593,299282,296143,305368,349618,313142,284096,407237,0
"Norway",2018,"Male",2676722,28946.5,123938,327968,342327.5,374551,361864,380652,316845,437850,0
"Norway",2009,"Male",2410902.5,31583.5,122779.5,314370.5,317852.5,317067.5,371305.5,331394,295210.5,333569.5,0
"Norway",2010,"Male",2443801,31751,125417,313990,325364,320142,371953,337114,297766,344180,0
"Norway",2010,"Female",2445452,30108,119104,299351,309730,309282,353470,321203,291058,420275,0
"Norway",2008,"Male",2377372,30647,120891,314384,310905,314848,367857,326146,291236,324059,0
"Norway",2017,"Female",2618217.5,28156.5,118492.5,310437,321989,354915.5,342524,357552,305980,482287.5,0
"Norway",2016,"Male",2637120.5,30597.5,125691,323267.5,345349.5,367128,366691.5,372776,309927,415988.5,0
"Norway",2016,"Female",2599030.5,28768,119387.5,308121,323640.5,350607,344155,352452,302631,473706,0
"Norway",2018,"Female",2635194,27231.5,117105,311757,320702,358512,341633.5,361192.5,309057,491478.5,0
"Norway",2012,"Male",2517389.5,31081,129180,313738,338853.5,336168,372049.5,349833.5,299645,368975.5,0
"Norway",2012,"Female",2501183,29417,122313,299750.5,321497,321048.5,351752.5,330250,292681.5,438035,0
"Norway",2017,"Male",2658750.5,29993.5,124893.5,326349,344336.5,371478,363745.5,377177.5,313324.5,426909,0
"Norway",2013,"Female",2528494.5,29254.5,122871,301210.5,324190.5,329495,349700,335693,294143,446838.5,0
"Norway",2015,"Male",2611968,30545,126961,320375,345115,361373,368882,367945,306673,404649,0
"Norway",2015,"Female",2577926,28845,120647,305804,325007,344788,345773,347108,299361,464720,0
"Norway",2014,"Female",2554300,28922,122179.5,303486.5,325163.5,337591.5,347500,341493,296620.5,455444,0
"Norway",2011,"Female",2473228,29705,121036,299327,316334,313943,353164,325481,292260,428511,0
"Norway",2020,"Female",2666564,26312,112692.5,311436.5,318336,364850,342333.5,364357.5,317010,511899,0
"Norway",2013,"Male",2551671,30678,129760,315340.5,342484,345405.5,371176.5,356097,301080.5,380998,0
"Norway",2009,"Female",2417823,29785,117046,299406,302895.5,306775.5,352193,316937.5,288381,413194,0
"Norway",2020,"Male",2712910.5,27668.5,119838.5,327911,338699.5,381584,362624.5,383001.5,327040,461114,0
"Norway",2014,"Male",2583129,30437,128716.5,317877.5,344244.5,353943,369950,362293.5,303580.5,392810,0
"Norway",2019,"Male",2695817.5,28382,122250.5,328155.5,340846,378312,361637,382814.5,321489,449422,0
"Norway",2011,"Male",2479860,31355,127704,313520,332779,326867,372090,343332,299071,355982,0
"Norway",2019,"Female",2652078.5,26727,115103.5,311924,319744.5,362341.5,341586,363461,312793.5,501516.5,0
"Poland",2020,"Female",19571704,175658,755935,1918063,1840476,2587671,3017489,2420162,2626002,4240863,0
"Poland",2017,"Female",19588907,189768,728523,1884166,2012321,2841201,2886233,2333119,2827963,3931622,0
"Poland",2015,"Female",19596817,176436,744558,1855256,2176442,2931931,2783013,2360234,2919408,3698077,0
"Poland",2019,"Female",19580100,179339,752945,1909824,1879703,2677919,2991680,2375362,2701469,4134899,0
"Poland",2018,"Male",18368040,189170,795532,2013400,1968143,2782881,3072427,2373114,2460018,2850336,0
"Poland",2016,"Male",18370677,187864,777778,1965308,2183315,3007338,2909492,2321155,2600166,2562863,0
"Poland",2017,"Male",18373411,199755,769482,1985514,2102415,2952826,2962115,2322138,2560416,2673200,0
"Poland",2014,"Female",19608684,175550,770464,1833838,2256197,2975936,2715834,2413421,2922644,3601646,0
"Poland",2015,"Male",18384771,186466,787553,1953588,2274111,3043082,2855042,2339238,2627007,2465234,0
"Poland",2016,"Female",19586102,178005,735618,1865592,2089993,2894146,2836247,2337088,2881847,3807127,0
"Poland",2019,"Male",18368040,189170,795532,2013400,1968143,2782881,3072427,2373114,2460018,2850336,0
"Poland",2018,"Female",19580100,179339,752945,1909824,1879703,2677919,2991680,2375362,2701469,4134899,0
"Poland",2010,"Male",18422344,211846,822137,1944345,2706883,3151996,2529234,2696893,2401481,2169375,0
"Poland",2010,"Female",19620059,198698,781931,1846837,2596537,3050097,2466875,2754761,2698654,3424367,0
"Poland",2013,"Male",18411126,187806,843358,1906361,2443545,3124764,2719084,2449467,2597121,2327426,0
"Poland",2013,"Female",19620506,177718,799056,1810891,2339251,3014277,2653244,2485625,2902246,3615916,0
"Poland",2014,"Male",18397470,185435,815075,1929147,2357793,3087300,2785582,2385088,2622746,2377415,0
"Poland",2020,"Male",18358031,185480,798204,2023060,1928400,2687527,3101300,2420695,2399216,2943049,0
"Poland",2009,"Female",19730046,206533,731789,1893442,2740576,3090294,2446886,2847689,2565645,3413725,0
"Poland",2012,"Male",18424160,196070,853724,1898168,2533873,3139373,2653940,2532457,2555230,2257395,0
"Poland",2012,"Female",19634974,185267,810627,1801813,2427848,3034343,2589582,2576815,2859840,3534106,0
"Poland",2009,"Male",18423343,218239,773426,1992140,2851473,3173718,2487867,2744539,2242839,2157341,0
"Poland",2011,"Male",18422837,196363,851747,1912411,2616051,3156400,2586991,2614221,2496745,2188271,0
"Poland",2008,"Male",18408405,204176,748481,2053982,2956692,3115490,2459354,2806168,2127906,2140332,0
"Poland",2011,"Female",19628195,185444,809241,1816103,2507255,3052661,2524908,2664775,2801859,3451393,0
"Poland",2008,"Female",19707504,193099,707442,1955345,2845069,3034314,2420374,2918384,2436196,3390380,0
"Portugal",2008,"Male",5067993,52859,217766,569683,610336,772208,770601,704232,588661,821474,0
"Portugal",2017,"Female",5425226,42255,165857.5,491772.5,537690,583441.5,798123.5,796541,730190,1270404.5,0
"Portugal",2014,"Female",5460219,40184,182993,511478,545684,638072,824816,788905,706494,1216653,0
"Portugal",2012,"Female",5501777,45099,192361,524974,557669,689005,827587,785467,695490,1187866,0
"Portugal",2008,"Female",5490184,50039,206883,540184,589161,786674,802063,750029,662473,1120686,0
"Portugal",2009,"Male",5064992,51832,213501,567117,597960,752496,775292,714744,598151,832959,0
"Portugal",2010,"Female",5514456,49031,198683,536374,570703,746475,815796,772874,680228,1159223,0
"Portugal",2015,"Male",4912587.5,43032.5,184001,528718,561267.5,599017.5,756843,722274.5,634773.5,906990,0
"Portugal",2017,"Male",4875074,44410.5,174380,514480.5,557271,570570.5,731849.5,721771,644739,940686.5,0
"Portugal",2012,"Male",5013067,47553,200448,551120,573583,665893,784520,730533,623427,866288,0
"Portugal",2011,"Unspecified",0,0,0,0,0,0,0,0,0,0,0
"Portugal",2013,"Male",4976858.5,44120.5,197111,545206.5,566585,638768,778520.5,728480,628637.5,875910,0
"Portugal",2018,"Male",4860029,44142,174796.5,504606,555812,559726,717764,722320.5,650525.5,954053.5,0
"Portugal",2010,"Male",5058644,50595,208177,563727,587910,726634,781054,724225,607215,845554,0
"Portugal",2009,"Female",5503255,49421,203590,539032,578987,769405,808334,762132,671914,1139178,0
"Portugal",2016,"Male",4891982.5,44226,177544,521434.5,559706,583392,745258.5,721235,639816.5,924782.5,0
"Portugal",2011,"Male",5041990,49961,202676,558039,580769,696595,784782,729659,615246,857893,0
"Portugal",2013,"Female",5480436.5,42011.5,188981,518597,550397,661073.5,828319,787531.5,701731,1200815,0
"Portugal",2018,"Female",5423793,42468.5,166604.5,483113.5,536513,572630,784161.5,800738.5,739150.5,1286375,0
"Portugal",2015,"Female",5445488.5,40863,175185.5,503736.5,544220.5,617300,819548.5,790562.5,713736.5,1234289,0
"Portugal",2014,"Male",4940843,42281,191186,537929,562495,617765,767455,725149,630681,889902,0
"Portugal",2013,"Unspecified",0,0,0,0,0,0,0,0,0,0,0
"Portugal",2011,"Female",5515570,48137,193980,531246,564521,719014,822822,780579,687507,1176553,0
"Portugal",2016,"Female",5433469,42075,168459.5,497885,541402,598725.5,810608.5,792882,722069.5,1252812.5,0
"Republic of Moldova",2008,"Female",1853913,18168,72630,210791.5,332129.5,279009,240266.5,284426,187663.5,246997,0
"Republic of Moldova",2008,"Male",1716195,19576,76854,220622.5,343319.5,283165,228009.5,253246,152970,158008.5,0
"Republic of Moldova",2009,"Female",1851395,19010.5,72970,201423.5,325634,286262.5,238497,283374,197524.5,245709,0
"Republic of Moldova",2014,"Female",1845522,18458,75323,181890,259599,325246,250497,257509,250863,244599,0
"Republic of Moldova",2011,"Male",1711915.5,20200.5,79575,199309,315457.5,311189,230897,244752,177767.5,152968.5,0
"Republic of Moldova",2015,"Male",1709665,19701,78862,193972,256075,340949,250897,222103,205833,160974,0
"Republic of Moldova",2009,"Male",1714209,20256.5,77271.5,211526.5,336850.5,291748.5,227214,251660.5,161214,156723.5,0
"Republic of Moldova",2010,"Female",1849262,19421,73517,194153,316422,294436,238741,280205,208460,243328,0
"Republic of Moldova",2010,"Male",1712783,20566,78219,204647,327498,301166,228334,248345,169844,154730,0
"Republic of Moldova",2018,"Male",1703891,16894,76428,196343,220553,339362,272532,210379,211386,176914,0
"Republic of Moldova",2018,"Female",1841233,15885,71913,184646,210229,328585,272581,233332,264470,275480,0
"Republic of Moldova",2011,"Female",1848070,19188,74325,188822,304657,302953,240352.5,276278,219791,240891.5,0
"Republic of Moldova",2012,"Male",1712036,20015,80385,195626,300957,321608,234555,240187,186018,152700,0
"Republic of Moldova",2014,"Male",1710875,19566,80075,193248,270304,337219,244114,229070,201030,155821,0
"Republic of Moldova",2015,"Female",1844443,18460,74525,182203,245647,328865,255759,248855,257076,251513,0
"Republic of Moldova",2016,"Female",1843730,18077,73883,182971,232643,330637,261469,241368,261218,259541,0
"Republic of Moldova",2013,"Male",1711926,19686,80859,193571,285438,330817,238817,234952,194330,153147,0
"Republic of Moldova",2013,"Female",1846640,18547,75671,182684,274797,319440,246180,265099,242053,240722,0
"Republic of Moldova",2016,"Male",1708224,19266,78428,194646,243126,342246,258223,215853,209173,166529,0
"Republic of Moldova",2017,"Female",1842838.5,17035,73242.5,183890,220948,330881.5,266682.5,236268,263325,267601,0
"Republic of Moldova",2017,"Male",1706357,18092.5,77806.5,195599,231387,341887.5,265171.5,211851.5,210792.5,171861.5,0
"Republic of Moldova",2012,"Female",1847483,18841,75159,185013,290547,311484,242805,271326,231109,240040,0
"Romania",2011,"Female",10961859,97358,419420,1046640,1379354,1635487,1732534,1315951,1427729,2004744,0
"Romania",2008,"Male",10477611,110665,439409,1125707,1594080,1758439,1617710,1397569,1132425,1403055,0
"Romania",2008,"Female",11026831,105025,415540,1069130,1526352,1674401,1584667,1464199,1290906,1982625,0
"Romania",2019,"Male",9482661,102191,411297,1046336,1048739,1278127,1482873,1493762,1151783,1537799,0
"Romania",2019,"Female",9893174,97171,390754,989696,991673,1175788,1407472,1421038,1256581,2196194,0
"Romania",2016,"Female",10078437,98053,369238,1021920,1041542,1264628,1484544,1338484,1391340,2112017,0
"Romania",2011,"Male",10392537,102268,443649,1104004,1438023,1719127,1784010,1266452,1247379,1389893,0
"Romania",2010,"Male",10434143,112862,443766,1107850,1495092,1734890,1723728,1314825,1210212,1392942,0
"Romania",2010,"Female",10997155,106076,419945,1050796,1433832,1649535,1678617,1371863,1382535,1987795,0
"Romania",2018,"Male",9532749,106666,410701,1053398,1059595,1306139,1510872,1453598,1187926,1521114,0
"Romania",2018,"Female",9951091,101542,389871,995925,1007505,1196741,1438432,1385650,1305439,2171896,0
"Romania",2016,"Male",9627987,103747,390917,1079728,1101872,1359096,1551706,1393382,1249953,1474877,0
"Romania",2009,"Male",10457219,112384,441949,1111827,1556450,1744278,1664255,1367062,1159217,1402895,0
"Romania",2009,"Female",11012740,105962,418782,1054871,1491923,1658906,1625620,1429560,1322688,1991163,0
"Romania",2012,"Male",9770353,93552,430000,1100497,1240383,1438391,1662329,1218627,1279142,1385219,0
"Romania",2013,"Male",9756310,94125,412325,1096591,1198610,1438227,1626220,1276202,1295834,1393131,0
"Romania",2015,"Female",10139160,93985,370428,1029722,1060311,1307443,1501654,1316850,1424387,2075698,0
"Romania",2014,"Male",9730258,98840,396578,1094389,1158355,1430960,1592715,1325034,1290659,1419389,0
"Romania",2014,"Female",10186193,93400,375398,1035456,1087344,1335635,1521931,1290284,1453015,2038755,0
"Romania",2017,"Male",9580581,105620,400189,1066428,1077351,1330868,1533955,1423194,1220963,1500056,0
"Romania",2012,"Female",10289829,88621,406415,1043161,1168598,1373925,1599235,1217022,1449228,1996157,0
"Romania",2017,"Female",10012352,100355,378305,1008800,1024500,1223181,1464564,1361220,1350242,2145096,0
"Romania",2015,"Male",9680537,99605,391752,1088177,1126484,1398510,1569705,1361791,1271446,1447708,0
"Romania",2013,"Female",10232384,88875,390024,1038632,1124343,1355015,1555740,1255543,1464322,2005836,0
"Russian Federation",2014,"Male",66450203,969021,3544268,7327888,8908926,12057910,9834905,9649212,8222497,6904597,0
"Russian Federation",2014,"Female",77056790,916994,3362748,6979537,8554683,11984461,10358203,11026985,11104777,13685396,0
"Russian Federation",2008,"Male",65679355,847808,3040501,6848169,11377099,11091377,9444807,10597168,6322304,6957935,0
"Russian Federation",2008,"Female",76277054,802494,2879668,6539687,11025088,11179123,9935623,12293723,8488064,13936084,0
"Russian Federation",2009,"Male",65640507,886327,3131346,6869835,10819693,11373727,9390033,10511524,6809832,6734523,0
"Russian Federation",2012,"Male",66264910,944299,3433227,7159170,9484213,11845892,9677069,9911643,8004845,6748851,0
"Russian Federation",2012,"Female",76936820,893107,3262575,6819793,9131383,11827264,10193801,11370890,10828426,13502688,0
"Russian Federation",2013,"Male",66450203,969021,3544268,7327888,8908926,12057910,9834905,9649212,8222497,6904597,0
"Russian Federation",2013,"Female",77056790,916994,3362748,6979537,8554683,11984461,10358203,11026985,11104777,13685396,0
"Russian Federation",2009,"Female",76268737,840038,2966109,6552868,10472951,11440839,9868240,12182210,9199108,13586415,0
"Russian Federation",2011,"Female",76847639,838757,3164177,6720399,9723773,11638171,10054079,11679010,10534484,13132929,0
"Russian Federation",2010,"Male",66033069,869388,3222451,7012170,10546669,11398127,9438087,10348193,7450939,6577178,0
"Russian Federation",2011,"Male",66113269,885093,3327007,7052757,10070836,11598196,9536927,10147978,7785272,6552083,0
"Russian Federation",2015,"Male",67834136,992700,3830448,7836667,7995706,12407057,10308926,9289158,8687967,7404017,0
"Russian Federation",2019,"Female",78654907,745610,3531625,8347907,6881262,11107506,11497200,9880982,11741234,15207288,0
