"Country","Year","Sex","Total","Age00_01","Age01_04","Age05_14","Age15_24","Age25_34","Age35_44","Age45_54","Age55_64","Age65above","Unspecified_Age"
"Albania",2013,"Male",1458270,18414,71651,204865,259826,204491,172220,199785,163463,181969,0
"Albania",2011,"Female",1449707,17238,66157,210822,258006,184556,191566,203072,149026,186502,0
"Albania",2012,"Female",1444474,17414,66218,198385,249730,187346,191351,204468,156554,190422,0
"Albania",2012,"Male",1455779,18747,72641,215894,268954,194250,171100,198436,157183,177321,0
"Albania",2011,"Male",1455077,18951,73232,228071,275385,185898,170651,198299,149908,173633,0
"Armenia",2009,"Male",1471121,22644,81037,204799,289569,236522,177864,213724,113386,154225,0
"Armenia",2009,"Female",1594923,19776,70428,183484,325540,261154,188897,223046,130895,211484,0
"Armenia",2017,"Female",1534671,18442,78298,182823,150263,277515,211337,194580,215537,224318,0
"Armenia",2013,"Male",1447572,22421,90080,193754,243687,250487,174465,195975,149122,150002,0
"Armenia",2017,"Male",1378250,20416,88467,209288,155070,252955,187761,159128,170940,154641,0
"Armenia",2008,"Male",1565411,21531,79487,220896,317794,250190,199372,230277,109669,157726,0
"Armenia",2008,"Female",1668620,18732,68890,198065,309009,254728,219128,258373,134998,225429,0
"Armenia",2013,"Female",1574407,19665,79149,168091,242386,265616,195451,228390,183117,212207,0
"Armenia",2014,"Male",1441323,22491,89736,196975,230760,253461,176451,186911,156801,150228,0
"Armenia",2014,"Female",1572516,19884,78699,171332,227895,269937,197651,220178,192735,214089,0
"Armenia",2016,"Male",1423906,21604,88991,205024,202220,255665,183591,167042,168506,152867,0
"Armenia",2016,"Female",1568458,19261,78389,179062,195422,277452,206116,201993,210056,219968,0
"Armenia",2018,"Male",1404965,19353,86662,212937,182905,247542,192654,152906,172567,156792,0
"Armenia",2018,"Female",1564036,17538,77221,186165,172149,273791,217160,188917,219675,228958,0
"Armenia",2012,"Male",1450560,22359,89407,192409,255119,245443,173043,203700,141633,149806,0
"Armenia",2012,"Female",1573567,19513,78548,167066,255088,259768,193968,234985,173790,210354,0
"Armenia",2015,"Female",1570493,19820,78088,175417,212010,274108,201320,211040,201915,216595,0
"Armenia",2015,"Male",1434095,22400,88945,201051,216876,255540,179756,176959,163613,151355,0
"Armenia",2019,"Female",1563114,17132,74946,189303,166149,266663,224418,184259,222561,234815,0
"Armenia",2019,"Male",1399368,18965,83623,215870,179358,239953,198964,148090,173151,160359,0
"Andorra",2014,"Male",38948,253,1468,4231,4040,5224,7381,6872,4598,4935,0
"Andorra",2014,"Female",37576,265,1448,3916,3659,5285,7170,6441,4136,5225,0
"Andorra",2012,"Female",37830,293,1554,3956,3641,5917,7312,6203,3918,5065,0
"Andorra",2018,"Female",39208,183,1231,3934,3880,4876,7064,6959,5064,5859,0
"Andorra",2012,"Male",39351,288,1573,4306,3987,5891,7506,6684,4428,4800,0
"Andorra",2013,"Female",37396,275,1517,3915,3613,5527,7205,6271,3992,5080,0
"Andorra",2020,"Female",40162.5,173.5,1134,3899.5,4047.5,4907,6793,7217,5497,6275.5,0
"Andorra",2015,"Male",39468,258,1405,4216,4127,5121,7429,7026,4809,5123,0
"Andorra",2015,"Female",38014,264,1394,3940,3719,5148,7214,6558,4315,5419,0
"Andorra",2011,"Female",39535,307,1553,4018,3773,6469,7582,6371,4095,5412,0
"Andorra",2018,"Male",41035,197,1237,4181,4314,5056,7181,7546,5562,5724,0
"Andorra",2019,"Female",39577.5,170,1185.5,3905,3954.5,4873,6901,7065.5,5280.5,6048,0
"Andorra",2019,"Male",41434,169.5,1236.5,4115,4406,5147,6999,7591.5,5771,5920.5,0
"Andorra",2013,"Male",38776,258,1535,4245,3997,5495,7367,6749,4430,4770,0
"Andorra",2020,"Male",42155,171,1195,4071,4506.5,5315.5,6923.5,7710.5,6032,6147.5,0
"Andorra",2010,"Female",40818,316,1550,4034,3874,6781,7797,6536,4258,5709,0
"Andorra",2017,"Female",38744,208.5,1281.5,3949.5,3813.5,4900.5,7184,6814.5,4788,5690.5,0
"Andorra",2011,"Male",42030,316,1585,4386,4106,6508,8029,7084,4802,5340,0
"Andorra",2016,"Male",39854,237,1335,4221,4210,5002,7374,7189,5029,5281,0
"Andorra",2010,"Male",44197,323,1598,4408,4226,6926,8452,7485,5128,5758,0
"Andorra",2017,"Male",40492.5,215.5,1264,4229.5,4267,4979,7323.5,7411.5,5316.5,5481.5,0
"Andorra",2016,"Female",38285,235,1344,3956,3747,4996,7216,6630,4535,5556,0
"Austria",2010,"Male",4071773,39430,161659,433795,518657,542986,643187,653420,464581,644913,0
"Austria",2011,"Female",4301346,38036,153646,407570,498172,542031,626763,661689,509221,868880,0
"Austria",2012,"Male",4109431,40066,163021,422849,519503,553047,607407,679115,488383,664161,0
"Austria",2012,"Female",4316880,37550,154398,402730,497838,547787,611372,672397,516587,874992,0
"Austria",2013,"Male",4138693,40420,164298,420342,518852,563630,591190,690819,496581,679689,0
"Austria",2013,"Female",4338537,37696,155201,400256,496526,556475,596201,683279,523415,883693,0
"Austria",2014,"Male",4176550,41187,166325,419646,516580,576126,580096,700108,507690,695616,0
"Austria",2014,"Female",4367382,38641,156614,399408,493605,566622,583756,692291,533241,894823,0
"Austria",2015,"Male",4229076,42401,169087,421708,519646,590968,576105,703717,523726,708903,0
"Austria",2015,"Female",4400443,39741,158904,400831,490742,576661,576714,696320,547811,904426,0
"Austria",2010,"Female",4289296,37409,154150,412838,499638,539299,641969,649431,491018,872949,0
"Austria",2011,"Male",4087188,40187,161519,428198,518095,546027,625022,667233,481230,649499,0
"Austria",2018,"Male",4346748,44061,179569,432271,505204,614176,583230,684740,586343,743322,0
"Austria",2018,"Female",4490959,41713,168686,409089,472825,590558,579071,684416,603871,935702,0
"Austria",2019,"Male",4367291,42855,181286,434216,494925,616660,588197,671691,607792,753653,0
"Austria",2019,"Female",4510346,40798,170691,410482,465638,591537,582112,673458,623776,946216,0
"Austria",2017,"Female",4470336,42210,165379,408262,480569,588894,576832,693152,584185,925344,0
"Austria",2021,"Male",4408438,42594,179597,439659,482566,619335,600863,643895,643970,778384,0
"Austria",2021,"Female",4543082,40434,170151,415006,454220,590212,590735,649686,655548,971776,0
"Austria",2009,"Female",4280288,37101,155493,418410,501225,539304,657080,632736,481288,870869,0
"Austria",2017,"Male",4324737,44970,176267,430965,516334,611058,579390,696268,564504,732979,0
"Austria",2008,"Male",4050215,39385,163372,447151,519137,542606,680181,615762,453164,621486,0
"Austria",2020,"Female",4528725,40369,170989,412269,459814,591122,585624,662144,641908,958556,0
"Austria",2009,"Male",4061195,39172,162823,439629,519901,542799,662172,635150,455258,636269,0
"Austria",2016,"Female",4444642,41131,162455,406212,488020,585913,576111,697130,565157,915033,0
"Austria",2016,"Male",4295164,43743,173266,428370,525977,605922,578181,703021,542766,721567,0
"Austria",2008,"Female",4271326,37315,156211,425776,500763,539635,671343,613867,479387,859754,0
"Austria",2020,"Male",4388120,42519,180880,436405,487554,617215,593806,658287,628167,766028,0
"Belarus",2011,"Female",5069945,52537,202513,435715,639397,724263,676273,793862,655935,941987,0
"Belarus",2011,"Male",4403227,55732,215070,459834,676797,736247,637306,704869,504608,468496,0
"Belarus",2010,"Female",5077358,52478,194790,437506,668827,715558,679456,803630,623479,954112,0
"Belarus",2015,"Female",5074596,57567,223311,464047,522186,747134,680061,725675,731908,980274,0
"Belarus",2012,"Male",4397910,57892,220911,464080,642799,748497,637518,691912,521921,470272,0
"Belarus",2012,"Female",5066585,54631,207975,439462,607675,732747,674767,780491,679621,943847,0
"Belarus",2008,"Female",5164324,51088,179842,458327,745464,723117,700127,814211,552481,990755,0
"Belarus",2009,"Female",5159995,52452,191095,447324,716695,737605,690515,817147,584423,975191,0
"Belarus",2010,"Male",4413225,55812,206310,462298,707657,723856,639093,714689,481814,477508,0
"Belarus",2018,"Male",4418640,50658,242322,529716,489972,752471,676402,606429,604070,517258,0
"Belarus",2013,"Male",4399369,60310,225853,471922,609560,759582,639922,676719,538719,477092,0
"Belarus",2009,"Male",4508125,55723,198881,473483,749519,754796,659686,730528,454294,486938,0
"Belarus",2014,"Male",4405204,61036,231223,480895,578690,768569,644860,660149,553682,487136,0
"Belarus",2008,"Male",4516517,54250,189915,484885,778552,737364,668599,727096,430704,499402,0
"Belarus",2013,"Female",5066628,56815,212779,446842,576270,739769,675173,763436,700555,951804,0
"Belarus",2018,"Female",5064859,48024,227846,500646,463031,722307,691080,681445,766781,1011723,0
"Belarus",2015,"Male",4415020,61395,236996,490687,551841,773140,651615,643812,567964,498965,0
"Belarus",2014,"Female",5069307,57312,217963,455300,546952,745490,677298,744233,717487,964584,0
"Belgium",2010,"Female",5527684,61909,245071,588803,647625,693304,758647,789599,666782,1104743,0
"Belgium",2011,"Male",5401718,66518,263666,624298,676437,715773,777341,810635,670206,849821,0
"Belgium",2012,"Male",5451780,66021,267846,630495,681023,723202,771358,816984,675417,869205,0
"Belgium",2012,"Female",5643070,62924,255422,603232,659827,715195,748273,803051,689646,1123020,0
"Belgium",2011,"Female",5598920,63694,251634,597487,656675,707535,753752,798770,683035,1110865,0
"Belgium",2015,"Male",5541263,63011,265284,651450,671971,728873,753745,813984,706580,926977,0
"Belgium",2015,"Female",5724571,60029,253154,622189,649587,726357,738349,796378,719827,1159728,0
"Belgium",2010,"Male",5312221,64925,256829,614697,663725,696461,778833,797995,654541,838117,0
"Belgium",2016,"Female",5758701,59978,250400,630503,646974,732192,737790,795242,731358,1173414,0
"Belgium",2009,"Female",5506057,61782,242434,587237,646252,690235,763689,783810,659802,1100212,0
"Belgium",2020,"Female",5849823,56767,239296,651692,640700,744571,745246,765909,769203,1227256,0
"Belgium",2013,"Female",5681328,61736,256876,610848,656675,721787,742964,803147,699678,1136164,0
"Belgium",2009,"Male",5290436,64957,253965,613184,661817,694716,784179,791996,647978,832117,0
"Belgium",2016,"Male",5593558,62781,262536,660836,676371,738784,753266,815009,718377,944839,0
"Belgium",2017,"Female",5773419,58958,247114,636754,640170,733422,735894,790640,741156,1186221,0
"Belgium",2018,"Female",5797539,58204,244295,643267,636989,737716,736583,784630,750798,1200095,0
"Belgium",2017,"Male",5601749,61717,259213,667128,668703,736298,746871,809272,728907,960954,0
"Belgium",2008,"Female",5463493,60399,237104,586242,641708,684849,772671,772480,645799,1089709,0
"Belgium",2019,"Male",5663032,60113,253067,679583,667410,745926,747003,794860,751930,996515,0
"Belgium",2013,"Male",5497108,64449,269226,638399,679018,728918,763540,819183,686837,892546,0
"Belgium",2018,"Male",5629529,60717,256306,673969,665730,740693,745768,803395,739946,978287,0
"Belgium",2014,"Female",5705901,61105,255589,615939,653625,724681,740341,799660,709535,1148529,0
"Belgium",2019,"Female",5825959,57849,241766,648466,637881,741725,739828,775532,760998,1215076,0
"Belgium",2020,"Male",5694433,59144,249807,682681,671757,751363,750749,785439,762726,1012158,0
"Belgium",2008,"Male",5246480,63426,248206,612292,657101,691616,793294,780176,634366,819174,0
"Belgium",2014,"Male",5521382,64540,267201,644794,675446,728759,758898,817162,696128,911567,0
"Bosnia and Herzegovina",2011,"Female",1963806,16177,64706,246977,272956,256067,266797,287183,222948,346172,0
"Bosnia and Herzegovina",2012,"Male",1877910,17417,69669,228029,274917,253140,247497,288277,240050,276331,0
"Bosnia and Herzegovina",2014,"Male",1873488,17376,69505,227491,274269,252546,246915,287597,239486,275679,0
"Bosnia and Herzegovina",2011,"Male",1875931,17108,68434,256966,290910,252743,263343,285844,191068,266623,0
"Bosnia and Herzegovina",2016,"Male",1722563,16808,72133,188472,240428,256396,246352,264748,229254,224780,0
"Bosnia and Herzegovina",2014,"Female",1953855,17259,69034,227892,250924,234219,253273,301106,253314,364093,0
"Bosnia and Herzegovina",2010,"Male",1877587,17123,68494,257192,291167,252966,263576,286097,191237,266858,0
"Bosnia and Herzegovina",2012,"Female",1958467,17299,69198,228428,251515,234773,253872,301817,253913,364951,0
"Bosnia and Herzegovina",2010,"Female",1965539,16190,64764,247195,273197,256293,267032,287436,223145,346477,0
"Bosnia and Herzegovina",2016,"Female",1788809,15995,68154,179112,227732,245725,241304,269743,249834,307205,0
"Bulgaria",2008,"Female",3932910,35279,137585,324354,479334,555973,523830,543149,550891,817794,0
"Bulgaria",2009,"Male",3670296,38533,149177,338266,487528,575940,539551,518973,482766,578095,0
"Bulgaria",2009,"Female",3914835,36700,140904,320318,463505,548235,527894,537061,554912,822006,0
"Bulgaria",2020,"Male",3359680.5,30882.5,132207.5,351218,317879,438083,519980,514370.5,452730,623182.5,0
"Bulgaria",2019,"Male",3382673.5,31743,134400,349726,318632.5,454330.5,528516.5,505729,457637,623847,0
"Bulgaria",2019,"Female",3593087,29957,127016,330709.5,300319.5,428767.5,495023,489044,495606,905339.5,0
"Bulgaria",2012,"Female",3749968,31989.5,136301.5,310187,394970.5,482888.5,523702,490624.5,554835,841739,0
"Bulgaria",2013,"Male",3535009,33528,143360,333559,397784,514523,558950,493978,489134,595885,0
"Bulgaria",2013,"Female",3730106,31815,135768,315034,374785,477076,525635,486435,547176,851726,0
"Bulgaria",2018,"Female",3615982,30530,128326,329328,305913,441888,503973,484181,502492,899109,0
"Bulgaria",2018,"Male",3409055,32386,135498,348545,324849,470180,537457,500210,461775,620974,0
"Bulgaria",2008,"Male",3690485,37407,145613,342263,504391,581969,534565,523795,479481,578408,0
"Bulgaria",2014,"Female",3710457.5,32196.5,133233.5,319133.5,356405.5,472175.5,522606,486922,537276.5,864818.5,0
"Bulgaria",2010,"Male",3644560,37794,152992,338094,467481,566462,545934,512152,484491,576954,0
"Bulgaria",2011,"Female",3817758,33323.5,141476.5,314076,419979.5,509075.5,527801,508682,557413,826629.5,0
"Bulgaria",2012,"Male",3555920,34082.5,143865,328547,418715,520738,556151.5,496146.5,493869,590866,0
"Bulgaria",2020,"Female",3574334.5,29312.5,125036,331979.5,299757,415073,486782.5,496602,488054,909197.5,0
"Bulgaria",2014,"Male",3513480,33789,140849,337968.5,378681,508826.5,556361.5,496210,482305,603819,0
"Bulgaria",2017,"Male",3436194,32940,136027,346622,334330,483403,542988,498651,466326,618451,0
"Bulgaria",2016,"Female",3664244,31603,129806,323951,326616,461707,513718,485837,516186,886718,0
"Bulgaria",2015,"Male",3489596,34174,138551,340717.5,362298,502486,551927,498351,474318.5,612168,0
"Bulgaria",2017,"Female",3639753,31289,128759,327064,314586,452799,509461,483684,510013,893053,0
"Bulgaria",2015,"Female",3688395,32202.5,130986,321570,340833.5,467635.5,518329.5,487330.5,525223,877624.5,0
"Bulgaria",2011,"Male",3598288,35331.5,149389.5,332601,442991,543115,550853.5,503431.5,490281,579496.5,0
"Bulgaria",2010,"Female",3889729,36046,144717,319676,444943,537199,532683,528366,556628,825517,0
"Bulgaria",2016,"Male",3463578,33498,137317,343439,347181,494670,547191,498821,469336,616491,0
"Croatia",2013,"Female",2201901,19353,83076,204491,243263,281138,279748,309684,309411,491090,0
"Croatia",2013,"Male",2053788,21250,87553,215702,254643,291832,284760,302722,289523,327053,0
"Croatia",2014,"Male",2045801,20528,86770,213874,251460,287190,285792,297146,291583,331986,0
"Croatia",2015,"Male",2028640,19915,84440,212625,247562,280212,285893,289517,291119,337272,0
"Croatia",2014,"Female",2192588,19277,81362,202723,240071,277195,279552,304344,310398,496943,0
"Croatia",2012,"Female",2208857,20170,83737,207818,245431,283419,280653,313451,306822,487526,0
"Croatia",2019,"Female",2094569,17937,71348,194809,213372,241434,273580,275112,306404,504122,0
"Croatia",2020,"Female",2080000,17599,70897,192052,209325,236170,272270,270979,302150,510450,0
"Croatia",2016,"Male",2014837,18645,82550,211104,242287,274466,286985,284018,291046,342381,0
"Croatia",2015,"Female",2174964,18676,78904,201507,236301,271005,279259,297003,310380,500605,0
"Croatia",2020,"Male",1967680,18506,74543,203645,224487,253117,286217,272919,280141,366916,0
"Croatia",2012,"Male",2058701,21313,88042,219008,256849,294314,285105,305913,286422,323048,0
"Croatia",2016,"Female",2159512,17918,77053,200036,231038,265327,279883,290497,311227,504451,0
"Croatia",2010,"Male",2131812,22969,86916,234533,272848,316471,301545,320432,278570,320497,0
"Croatia",2017,"Female",2134190,18163,74205,198162,225132,255881,277147,284283,311982,507398,0
"Croatia",2009,"Male",2136231,22330,87074,238176,278610,316164,303490,325139,266450,321128,0
"Croatia",2010,"Female",2285969,21546,82387,222940,261670,306249,299820,327862,298733,486308,0
"Croatia",2011,"Female",2277603,20200,83621,217835,258495,304202,296752,325143,310387,481168,0
"Croatia",2019,"Male",1970684,18565,75576,206540,227061,254958,284726,274341,284623,357806,0
"Croatia",2008,"Male",2138022,22173,85213,242691,284857,314031,304667,328285,257580,320698,0
"Croatia",2017,"Male",1990341,18994,79218,209070,235902,264698,283946,278745,290703,348059,0
"Croatia",2011,"Male",2125185,21610,88328,229413,269755,314331,299153,317424,289441,317340,0
"Croatia",2008,"Female",2296486,21172,80367,231806,272369,305383,303687,334413,279576,488885,0
"Croatia",2009,"Female",2292847,21279,82345,226998,267054,306319,302521,331845,286799,488966,0
"Czech Republic",2019,"Female",5412460,55139,221748,552628,468154,671202,826471,733263,662303,1238557,0
"Czech Republic",2012,"Female",5348373,53028,233077,468843,581629,750032,806604,665288,763025,1054073,0
"Czech Republic",2019,"Male",5256864,57824,233284,580802,494773,712462,878478,768537,643439,931108,0
"Czech Republic",2020,"Female",5425995,54222,222853,559376,468887,657782,806926,756815,657611,1256916,0
"Czech Republic",2018,"Female",5396057,55681,219138,544800,475315,679072,843353,713621,667516,1215907,0
"Czech Republic",2010,"Male",5160782,60443,232541,479853,665538,858416,806342,692733,715922,703546,0
"Czech Republic",2013,"Male",5161617,55152,238688,510895,586871,773130,874223,682115,702896,783021,0
"Czech Republic",2009,"Male",5150509,60990,223069,479988,685218,880108,784340,696398,709512,686848,0
"Czech Republic",2009,"Female",5340983,58314,211712,453948,646079,827079,740749,687273,768327,990315,0
"Czech Republic",2020,"Male",5274160,56829,234166,587598,496044,699525,860192,793257,642796,945990,0
"Czech Republic",2011,"Male",5153009,58500,243714,483911,632356,818695,828380,689335,722212,727350,0
"Czech Republic",2014,"Male",5169146,55585,232168,527532,565782,752372,893245,687392,690163,809661,0
"Czech Republic",2018,"Male",5230373,58359,230783,572887,500725,718441,894159,745729,643798,910628,0
"Czech Republic",2015,"Female",5362700,53729,216068,515457,521060,698584,855628,672661,714146,1134416,0
"Czech Republic",2013,"Female",5349102,52611,227488,483804,560391,729365,827681,660618,748532,1081503,0
"Czech Republic",2010,"Female",5356465,57624,221366,454268,629937,805752,763479,681873,774324,1007683,0
"Czech Republic",2008,"Female",5316360,57317,200731,461711,653487,842858,719965,692368,762177,967296,0
"Czech Republic",2008,"Male",5113332,59947,212103,487813,692756,892070,759738,697463,701650,664731,0
"Czech Republic",2017,"Female",5381951,55227,216574,536429,487262,685251,853052,697262,678699,1190644,0
"Czech Republic",2015,"Male",5180242,56627,227193,543129,546597,737221,904603,697918,676544,835493,0
"Czech Republic",2011,"Female",5343663,55470,232670,457594,602033,771896,783605,672918,774168,1027226,0
"Czech Republic",2016,"Male",5193012,57283,225889,555376,527890,729199,907122,710784,663039,861552,0
"Czech Republic",2012,"Male",5160913,55696,244358,495721,609704,796162,852701,684550,714501,754799,0
"Czech Republic",2017,"Male",5207575,58152,227847,564433,512138,722913,903503,726263,650524,887305,0
"Czech Republic",2014,"Female",5355637,52799,221104,500027,540106,711374,845949,663809,732494,1107895,0
"Czech Republic",2016,"Female",5372272,54377,214904,527513,502574,691963,857148,683961,695855,1162464,0
"Czech Republic",2021,"Male",5173956,55992,229619,578915,498093,656948,806972,804260,633900,950765,0
"Czech Republic",2021,"Female",5326894,53574,218969,551433,470785,613814,755319,767762,644640,1265172,0
"Denmark",2009,"Male",2735983,33373,134091,347259,340143,335963,408150,382428,362424,418233,0
"Denmark",2009,"Female",2783458,31323,127864,330729,324876,334052,398395,375020,364367,507543,0
"Denmark",2010,"Female",2795634,30961,127750,327790,333696,327722,395386,381313,360545,519692,0
"Denmark",2010,"Male",2748185,32608,134715,344105,349175,329780,402825,388513,357757,433466,0
"Denmark",2008,"Female",2769006,31797,127540,332388,315514,338992,401186,369502,366264,496685,0
"Denmark",2011,"Female",2806716,30177,126969,326359,340056,323639,389736,388637,355337,533556,0
"Denmark",2012,"Male",2771208,29933,132408,340022,362466,326746,385337,402878,346755,465898,0
"Denmark",2012,"Female",2815877,28513,125692,324455,346154,322504,381340,395079,350504,546982,0
"Denmark",2020,"Female",2927288,30208,120294,311964,350507,374480,340652,398853,370817,635957,0
"Denmark",2015,"Female",2855813,27854,116057,323821,356882,331400,371878,400966,348617,582062,0
"Denmark",2016,"Male",2847630,31160,120490,340448,376881,354191,370489,409441,347552,518212,0
"Denmark",2016,"Female",2876091,29463,114331,323862,358351,340867,367282,402166,350605,594469,0
"Denmark",2008,"Male",2720016,33301,133859,349108,330409,341329,412533,376357,364806,404264,0
"Denmark",2011,"Male",2760140,31355,134205,341776,356319,326633,395369,395768,351547,450186,0
"Denmark",2013,"Male",2782661,29591,129064,339830,367000,328192,379503,405695,344502,479922,0
"Denmark",2015,"Male",2822535,29360,122017,340483,374051,342769,375272,408094,344948,505396,0
"Denmark",2017,"Male",2866484,31982,121653,339110,376294,364504,362917,411488,351226,529140,0
"Denmark",2018,"Female",2907780,30408,116828,320033,356614,359350,353162,404124,358367,615170,0
"Denmark",2017,"Female",2893371,30124,115283,322108,358573,349417,360299,404158,354727,604567,0
"Denmark",2019,"Male",2893495,31495,126002,332484,371743,383791,351805,406336,361739,548866,0
"Denmark",2019,"Female",2919992,29485,119244,315903,355115,368029,347460,401516,364188,624522,0
"Denmark",2018,"Male",2881137,31913,123420,336723,373984,374429,357170,410260,355139,539751,0
"Denmark",2014,"Male",2799895,28747,125350,340065,370570,333712,376719,407581,343905,492618,0
"Denmark",2013,"Female",2826123,28072,122359,324362,350607,322819,376617,398471,348543,559011,0
"Denmark",2014,"Female",2839824,27285,119171,323749,354099,325866,374284,400095,347839,570527,0
"Denmark",2020,"Male",2897390,31501,127565,328531,366974,389506,344891,401632,368724,558619,0
"Estonia",2013,"Female",702454,6744,29727,64312,73430,91438,90027,91828,95219,161764,0
"Estonia",2013,"Male",615543,7057,31373,68210,78163,96869,92343,85729,75610,86278,0
"Estonia",2014,"Male",614654,6940,30362,69999,73521,97957,92329,85347,76190,87860,0
"Estonia",2014,"Female",699891,6663,28728,66119,69127,92159,89518,90575,94944,163432,0
"Estonia",2015,"Male",615549,7103,29410,71561,70165,99448,92293,84760,76917,89762,0
"Estonia",2012,"Female",708664,7027,30772,63330,78364,91727,90707,93647,95283,160698,0
"Estonia",2016,"Male",617123,7311.5,28827.5,72921.5,67917,100075.5,92205.5,84482.5,77714.5,91604,0
"Estonia",2012,"Male",620638,7432,32449,67323,83194,96938,92591,86865,75116,85316,0
"Estonia",2011,"Female",708520,7420,30509,61510,82075,90940,90337,95198,94605,159734,0
"Estonia",2015,"Female",699059,6733,27912,67802,66216,92783,88993,89387,94788,165343,0
"Estonia",2016,"Female",698666.5,6749.5,27507.5,69209.5,64264,92560.5,88527.5,88336,94780,167154,0
"Estonia",2011,"Male",618919,7909,32174,65329,87167,95987,91477,87456,74022,84564,0
"Estonia",2009,"Male",621060,8120,30805,64240,94705,96260,90650,89170,69965,84575,0
"Estonia",2008,"Male",621685,8130,29535,64680,98030,95990,90545,89385,67925,84880,0
"Estonia",2010,"Female",711225,7730,29760,61030,85755,91330,90525,97035,92780,159735,0
"Estonia",2010,"Male",620250,8125,31635,64580,91065,96230,90960,88435,72265,84395,0
"Estonia",2008,"Female",715405,7695,27725,61285,92410,91600,91510,99620,87790,160270,0
"Estonia",2009,"Female",713455,7750,28830,60910,89195,91560,90975,98595,90155,160045,0
"Finland",2012,"Female",2754393,29359,119091,286874,323218,333404,321982,370630,392643,582987,0
"Finland",2013,"Male",2673493,30189.5,124901.5,301476.5,335687.5,353827.5,336065,374323.5,375314.5,464415,0
"Finland",2008,"Male",2604220,30283,119583,306062,336624,342053,350693,381890,376632,385306,0
"Finland",2013,"Female",2765479,28833.5,119620,288185.5,321756.5,334556.5,320574,369510,386780.5,599514.5,0
"Finland",2008,"Female",2709179,28903,114548,293500,322278,324511,338177,378702,385320,532576,0
"Finland",2009,"Male",2618360,30643.5,120857,302997,336510,348420.5,343737,380962.5,383912,395400,0
"Finland",2009,"Female",2720510.5,29407,115650.5,290187.5,322352.5,330127,331051.5,377051.5,393749,540560.5,0
"Finland",2020,"Male",2731035,23528,105018.5,314165.5,312804.5,364724.5,365352.5,338189,359300.5,559253.5,0
"Finland",2020,"Female",2798507.5,22607,100304.5,300325,295824,342530.5,344388.5,329412.5,367461.5,686058.5,0
"Finland",2014,"Male",2686113.5,29738,124455.5,303796,332716.5,356059,336830.5,372116,369558,482459.5,0
"Finland",2014,"Female",2775398,28301.5,119076,290447.5,318826,336774,320706.5,366934,381209,615002.5,0
"Finland",2018,"Female",2794314,23886,109455,299851,301749,342249,335351,340840,371089,663751,0
"Finland",2010,"Male",2631742,31115,122106,300513,336807,351262,339873,379323,387223,414640,0
"Finland",2012,"Male",2659578,30497,124586,299783,337342,352467,336713,375207,381266,445264,0
"Finland",2019,"Female",2795829.5,22748,105086.5,300553.5,298312,342023.5,341113.5,333627.5,369535.5,674548.5,0
"Finland",2018,"Male",2721211,25240,114519,313380,318428,363683,355364,348047,360324,536625,0
"Finland",2011,"Male",2645475,30982,123581,299347,337265,352092,337979,377035,385508,432676,0
"Finland",2019,"Male",2725776,23956.5,110014,314276.5,315267,363837,361573,341519.5,360106.5,547666.5,0
"Finland",2016,"Male",2706908.5,27756,121054,308749,326187,361015.5,342880.5,362369,363235,511869.5,0
"Finland",2016,"Female",2788394,26601.5,115546,295394,310858.5,340915.5,324642,356342.5,375217.5,640966,0
"Finland",2017,"Female",2792484.5,25465.5,112808,297976.5,306145.5,342274.5,328956,349325.5,373064,652718,0
"Finland",2017,"Male",2715729,26406,118344,311301,322610,363223.5,348375,355773.5,361518.5,524436,0
"Finland",2011,"Female",2742797,29619,118119,286685,322992,333422,323861,372536,396919,588269,0
"Finland",2010,"Female",2731610,29711,116937,287620,322681,332711,326689,374834,398214,571930,0
"France",2010,"Female",32450518.5,381341,1514619.5,3763028,3823805.5,3906931,4370168.5,4366416,4115054.5,6590495.5,0
"France",2011,"Male",30630778,395686,1588760,3969371,3914976,3844358,4269248,4222963,3919503,4901599,0
"France",2013,"Male",30905667,386745,1591817.5,4032157,3849077,3873723.5,4190780.5,4253735.5,3898246,5216130,0
"France",2013,"Female",32876107.5,369060,1524084,3849484,3728182,3972052.5,4237044.5,4395893.5,4180154.5,6989212.5,0
"France",2014,"Male",31085142,384840,1587168,4069116,3841223,3877350,4160097,4265912,3896027,5388251,0
"France",2008,"Female",32136551,375707,1492621.5,3705030.5,3865331,3934713,4437065,4325487,3898464,6477839,0
"France",2012,"Female",32738715,374134,1521416,3813821,3776265,3948305,4269607,4385985,4179494,6843822,0
"France",2009,"Male",30322966,393249,1572070,3922145,3953356.5,3838455.5,4354760,4171929,3791921,4718329,0
"France",2009,"Female",32292933,376013,1503842.5,3735948,3843704,3905999,4414953,4348738.5,4008170,6531578,0
"France",2010,"Male",30481824,398381,1581721,3947452.5,3937209,3829316,4319424,4198780.5,3877887,4790034,0
"France",2017,"Female",33459169,337813,1456126,3922612,3744652,3930495,4159692,4431857,4213450,7600289.5,0
"France",2008,"Male",30168289,392701,1560847,3893416.5,3971604,3876451,4367294,4146270.5,3700666.5,4651739.5,0
"France",2017,"Male",31442037,353352,1520661,4104523,3888373,3806447,4061719,4321404,3912315,5826598,0
"France",2011,"Female",32593667,377384,1517972,3786009,3794959,3930109,4316324,4379349,4174975,6693970,0
